,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,year,term_ 60 months,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,initial_list_status_w,application_type_Joint App,label
1785,1650.0,1650.0,1650.0,0.0739,51.25,90000.0,medical,34.55,0.0,700.0,704.0,0.0,11.0,0.0,16410.0,0.0,0.0,0.0,97508.0,25300.0,1.0,8864.0,0.0,0.0,269.0,26.0,16.0,3.0,2.0,1.0,5.0,2.0,2.0,8.0,6.0,7.0,5.0,11.0,0.0,0.0,0.0,88.9,0.0,0.0,158811.0,97508.0,13800.0,123429.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1793,3600.0,3600.0,3600.0,0.1367,122.47,23000.0,medical,29.7,0.0,660.0,664.0,1.0,8.0,1.0,3541.0,0.0,0.0,399.0,14223.0,10000.0,5.0,2032.0,0.0,0.0,231.0,5.0,3.0,4.0,0.0,1.0,2.0,2.0,6.0,8.0,6.0,18.0,2.0,8.0,0.0,0.0,3.0,95.7,1.0,0.0,23845.0,14223.0,5500.0,13845.0,2016,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1824,5000.0,5000.0,5000.0,0.0975,160.75,22000.0,medical,14.68,2.0,665.0,669.0,0.0,5.0,1.0,1158.0,0.0,0.0,0.0,3605.0,9500.0,1.0,721.0,0.0,0.0,182.0,31.0,22.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,2.0,5.0,0.0,1.0,0.0,81.8,1.0,0.0,14350.0,3605.0,500.0,4850.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1850,3500.0,3500.0,3500.0,0.0916,111.56,60000.0,car,11.52,0.0,680.0,684.0,0.0,10.0,0.0,8489.0,0.0,0.0,0.0,27627.0,15500.0,3.0,3947.0,0.0,0.0,156.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,6.0,2.0,9.0,10.0,3.0,10.0,0.0,0.0,1.0,91.7,0.0,0.0,39533.0,27627.0,10500.0,24033.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1876,6000.0,6000.0,6000.0,0.1075,195.73,53334.0,medical,31.66,0.0,680.0,684.0,0.0,15.0,1.0,6642.0,0.0,0.0,0.0,219786.0,26700.0,10.0,14652.0,0.0,0.0,368.0,2.0,2.0,1.0,0.0,3.0,6.0,6.0,10.0,15.0,10.0,17.0,6.0,15.0,0.0,0.0,5.0,100.0,1.0,0.0,253841.0,219786.0,16800.0,227141.0,2016,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1913,5000.0,5000.0,5000.0,0.053200000000000004,150.58,88000.0,car,17.2,2.0,735.0,739.0,0.0,18.0,0.0,23518.0,0.0,0.0,0.0,133406.0,59161.0,2.0,8338.0,0.0,0.0,285.0,16.0,1.0,3.0,0.0,4.0,6.0,4.0,12.0,6.0,15.0,29.0,6.0,18.0,0.0,0.0,1.0,94.7,0.0,0.0,195490.0,28906.0,42700.0,31829.0,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1920,6000.0,6000.0,6000.0,0.1367,204.11,50000.0,medical,29.62,0.0,685.0,689.0,0.0,17.0,0.0,3976.0,0.0,0.0,549.0,53003.0,16000.0,11.0,3118.0,0.0,0.0,84.0,4.0,4.0,0.0,0.0,9.0,10.0,10.0,10.0,4.0,15.0,16.0,10.0,17.0,0.0,0.0,4.0,100.0,0.0,0.0,69713.0,53003.0,11200.0,53713.0,2016,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1936,5500.0,5500.0,5500.0,0.11470000000000001,181.29,35000.0,car,16.87,1.0,700.0,704.0,0.0,5.0,0.0,3472.0,0.0,0.0,0.0,15352.0,7500.0,2.0,3838.0,0.0,0.0,60.0,5.0,5.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,2.0,85.7,0.0,0.0,28470.0,15352.0,7000.0,20970.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1950,9600.0,9600.0,9600.0,0.0975,308.64,60000.0,car,12.92,0.0,665.0,669.0,1.0,7.0,0.0,10466.0,0.0,0.0,0.0,28413.0,21600.0,4.0,4059.0,0.0,0.0,57.0,9.0,9.0,0.0,0.0,3.0,3.0,5.0,6.0,4.0,5.0,8.0,3.0,7.0,0.0,0.0,2.0,91.7,0.0,0.0,44874.0,28413.0,21600.0,23274.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1988,15000.0,15000.0,15000.0,0.1446,352.62,71000.0,car,23.11,0.0,735.0,739.0,0.0,16.0,0.0,6569.0,0.0,0.0,0.0,74062.0,28500.0,9.0,4937.0,0.0,0.0,156.0,9.0,5.0,0.0,0.0,3.0,7.0,3.0,4.0,14.0,11.0,15.0,7.0,16.0,0.0,0.0,5.0,96.6,0.0,0.0,107954.0,74062.0,12200.0,79454.0,2016,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,4200.0,4200.0,4200.0,0.0975,135.03,95000.0,car,11.57,2.0,660.0,664.0,3.0,14.0,1.0,3079.0,0.0,0.0,0.0,36677.0,16700.0,9.0,3056.0,0.0,0.0,136.0,4.0,4.0,1.0,1.0,6.0,7.0,7.0,16.0,22.0,11.0,23.0,7.0,13.0,0.0,1.0,8.0,97.1,1.0,0.0,64515.0,36677.0,15200.0,47382.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2027,7200.0,7200.0,7200.0,0.053200000000000004,216.83,111000.0,car,9.01,0.0,705.0,709.0,0.0,21.0,0.0,11239.0,0.0,0.0,0.0,245652.0,32000.0,8.0,11698.0,0.0,0.0,271.0,2.0,2.0,4.0,2.0,2.0,3.0,6.0,9.0,21.0,10.0,15.0,3.0,21.0,0.0,0.0,5.0,90.0,0.0,0.0,240272.0,245652.0,16100.0,208272.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2035,6500.0,6500.0,6500.0,0.1629,229.46,45000.0,medical,23.39,0.0,665.0,669.0,4.0,11.0,0.0,7348.0,0.0,0.0,0.0,26492.0,15250.0,7.0,2408.0,0.0,0.0,185.0,1.0,1.0,0.0,4.0,5.0,6.0,6.0,9.0,11.0,6.0,11.0,6.0,11.0,0.0,0.0,5.0,65.0,0.0,0.0,42607.0,26492.0,14900.0,27357.0,2016,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2052,6025.0,6025.0,6025.0,0.0975,193.71,72000.0,car,10.22,0.0,660.0,664.0,0.0,8.0,0.0,6433.0,0.0,0.0,0.0,26015.0,10000.0,4.0,3252.0,0.0,0.0,65.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,8.0,0.0,0.0,1.0,75.0,0.0,0.0,37851.0,26015.0,9300.0,27851.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2136,12000.0,12000.0,12000.0,0.0839,378.2,48000.0,medical,27.8,1.0,670.0,674.0,0.0,8.0,0.0,4453.0,0.0,0.0,5577.0,35245.0,32300.0,1.0,4406.0,0.0,0.0,306.0,78.0,13.0,1.0,1.0,2.0,2.0,5.0,6.0,8.0,6.0,7.0,2.0,8.0,0.0,0.0,0.0,87.5,0.0,0.0,77476.0,35245.0,28300.0,45176.0,2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2193,1800.0,1800.0,1800.0,0.23129999999999998,69.8,27040.0,medical,36.84,1.0,675.0,679.0,0.0,5.0,0.0,1461.0,0.0,0.0,4483.0,27840.0,4200.0,6.0,6960.0,0.0,0.0,281.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,3.0,14.0,2.0,5.0,0.0,0.0,3.0,87.0,0.0,0.0,43356.0,27840.0,0.0,39156.0,2016,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,5000.0,5000.0,5000.0,0.0839,157.59,117000.0,medical,7.53,0.0,750.0,754.0,0.0,10.0,0.0,3285.0,0.0,0.0,270.0,239063.0,20100.0,4.0,23906.0,0.0,0.0,217.0,21.0,5.0,3.0,0.0,1.0,2.0,1.0,3.0,5.0,5.0,8.0,2.0,10.0,0.0,0.0,1.0,93.7,0.0,0.0,298376.0,31946.0,11000.0,34876.0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2309,2000.0,2000.0,2000.0,0.12990000000000002,67.38,85000.0,medical,14.09,1.0,695.0,699.0,1.0,4.0,0.0,211.0,0.0,0.0,0.0,173168.0,600.0,5.0,43292.0,0.0,0.0,97.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,90.0,0.0,0.0,183258.0,52659.0,600.0,61658.0,2016,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2327,8000.0,8000.0,8000.0,0.0975,257.2,50000.0,car,9.36,0.0,735.0,739.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8072.0,3500.0,0.0,4036.0,0.0,0.0,89.0,35.0,35.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,83.3,0.0,0.0,24349.0,8072.0,3500.0,20849.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2350,4075.0,4075.0,4075.0,0.18989999999999999,149.36,20000.0,medical,10.74,0.0,665.0,669.0,2.0,7.0,0.0,3556.0,0.0,0.0,0.0,3556.0,6900.0,2.0,508.0,0.0,0.0,120.0,16.0,16.0,0.0,1.0,2.0,6.0,2.0,6.0,0.0,7.0,11.0,6.0,7.0,0.0,0.0,0.0,90.9,0.0,0.0,6900.0,3556.0,3100.0,0.0,2016,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2380,30000.0,30000.0,30000.0,0.053200000000000004,903.45,325000.0,car,9.62,0.0,775.0,779.0,0.0,14.0,0.0,23556.0,0.0,0.0,0.0,103787.0,138600.0,2.0,7413.0,0.0,0.0,268.0,5.0,5.0,0.0,0.0,6.0,7.0,7.0,13.0,10.0,8.0,18.0,7.0,14.0,0.0,0.0,1.0,96.7,0.0,0.0,309317.0,103787.0,132500.0,154851.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2405,19000.0,19000.0,18950.0,0.1367,646.34,138000.0,medical,8.14,2.0,660.0,664.0,0.0,8.0,1.0,4378.0,0.0,0.0,903.0,460730.0,5500.0,2.0,57591.0,1.0,0.0,302.0,42.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,8.0,3.0,6.0,3.0,8.0,0.0,1.0,1.0,70.6,0.0,0.0,469694.0,59730.0,5000.0,63194.0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2453,5000.0,5000.0,5000.0,0.0839,157.59,23000.0,medical,25.16,0.0,765.0,769.0,0.0,6.0,0.0,7418.0,0.0,0.0,0.0,61653.0,15000.0,2.0,10276.0,0.0,0.0,179.0,20.0,14.0,1.0,0.0,1.0,1.0,2.0,4.0,11.0,2.0,7.0,1.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,84563.0,15991.0,15000.0,18786.0,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2566,30400.0,30400.0,30400.0,0.053200000000000004,915.49,98000.0,car,8.42,0.0,765.0,769.0,0.0,8.0,0.0,35464.0,0.0,0.0,0.0,162414.0,92600.0,1.0,20302.0,0.0,0.0,369.0,6.0,6.0,1.0,0.0,4.0,5.0,6.0,10.0,1.0,7.0,13.0,5.0,8.0,0.0,0.0,1.0,100.0,0.0,0.0,292600.0,35464.0,89600.0,0.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2591,7500.0,7500.0,7500.0,0.12990000000000002,252.67,65000.0,medical,25.78,1.0,665.0,669.0,0.0,14.0,0.0,12144.0,0.0,0.0,0.0,199251.0,23000.0,8.0,14232.0,0.0,0.0,372.0,7.0,1.0,4.0,0.0,5.0,7.0,5.0,5.0,7.0,10.0,14.0,7.0,14.0,0.0,0.0,3.0,68.0,0.0,0.0,238974.0,41009.0,13100.0,54974.0,2016,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2631,4000.0,4000.0,4000.0,0.1825,145.12,58000.0,medical,20.38,3.0,700.0,704.0,1.0,15.0,0.0,3791.0,0.0,0.0,0.0,29497.0,32400.0,8.0,1966.0,0.0,0.0,155.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,17.0,11.0,9.0,26.0,3.0,15.0,0.0,0.0,5.0,91.9,0.0,0.0,73195.0,29497.0,19100.0,40795.0,2016,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2668,14400.0,14400.0,14400.0,0.1367,332.61,65000.0,car,15.71,0.0,750.0,754.0,0.0,13.0,0.0,5913.0,0.0,0.0,0.0,298322.0,31700.0,5.0,24860.0,0.0,0.0,147.0,18.0,1.0,1.0,0.0,2.0,2.0,6.0,14.0,7.0,10.0,27.0,2.0,13.0,0.0,0.0,1.0,100.0,0.0,0.0,335648.0,45380.0,17700.0,46498.0,2016,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2741,7000.0,7000.0,7000.0,0.1075,228.35,120000.0,medical,13.95,0.0,730.0,734.0,0.0,11.0,0.0,52830.0,0.0,0.0,0.0,62956.0,79400.0,2.0,5723.0,0.0,0.0,257.0,15.0,15.0,3.0,0.0,5.0,6.0,7.0,9.0,3.0,8.0,11.0,6.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0,103802.0,62956.0,69400.0,24402.0,2016,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2752,6000.0,6000.0,6000.0,0.053200000000000004,180.69,56000.0,car,17.15,0.0,760.0,764.0,1.0,16.0,0.0,3386.0,0.0,0.0,0.0,169741.0,20800.0,1.0,10609.0,0.0,0.0,153.0,35.0,6.0,2.0,0.0,2.0,3.0,3.0,4.0,19.0,4.0,6.0,3.0,16.0,0.0,0.0,1.0,100.0,0.0,0.0,201591.0,46611.0,10800.0,51200.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2783,3600.0,3600.0,3600.0,0.18989999999999999,131.95,58421.0,medical,32.85,6.0,675.0,679.0,0.0,21.0,0.0,4316.0,0.0,0.0,0.0,185380.0,5800.0,2.0,9269.0,0.0,0.0,184.0,7.0,4.0,3.0,2.0,2.0,2.0,3.0,8.0,23.0,4.0,17.0,2.0,21.0,0.0,6.0,2.0,73.8,0.0,0.0,220680.0,168070.0,5800.0,140555.0,2016,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2869,3000.0,3000.0,3000.0,0.23129999999999998,116.34,95000.0,medical,36.12,2.0,675.0,679.0,4.0,10.0,0.0,3597.0,0.0,0.0,0.0,262885.0,8500.0,7.0,26289.0,0.0,0.0,233.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,6.0,4.0,6.0,13.0,6.0,10.0,0.0,1.0,5.0,89.5,0.0,0.0,326888.0,204677.0,1000.0,236388.0,2016,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2887,7000.0,7000.0,7000.0,0.1727,250.52,19500.0,medical,24.06,0.0,760.0,764.0,0.0,3.0,0.0,827.0,0.0,0.0,0.0,25037.0,3800.0,2.0,8346.0,0.0,0.0,25.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,100.0,0.0,0.0,30211.0,25037.0,1800.0,26411.0,2016,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,3000.0,3000.0,3000.0,0.1446,103.21,83000.0,car,10.16,0.0,660.0,664.0,1.0,5.0,0.0,5915.0,0.0,0.0,0.0,18384.0,14000.0,3.0,3677.0,0.0,0.0,210.0,14.0,14.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,12.0,2.0,5.0,0.0,0.0,0.0,64.7,0.0,0.0,32000.0,18384.0,6000.0,18000.0,2016,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2965,8000.0,8000.0,8000.0,0.0916,255.0,50000.0,medical,9.91,0.0,745.0,749.0,0.0,13.0,0.0,2748.0,0.0,0.0,0.0,35923.0,25800.0,14.0,2994.0,0.0,0.0,94.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,6.0,10.0,5.0,16.0,1.0,13.0,0.0,0.0,7.0,100.0,0.0,0.0,67977.0,35923.0,16000.0,42177.0,2016,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3024,3000.0,3000.0,3000.0,0.0839,94.55,24000.0,car,7.95,0.0,745.0,749.0,1.0,6.0,0.0,5353.0,0.0,0.0,0.0,5353.0,18900.0,3.0,1071.0,0.0,0.0,107.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,23.0,5.0,6.0,2.0,6.0,0.0,0.0,2.0,100.0,0.0,0.0,18900.0,5353.0,11600.0,0.0,2016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3076,15000.0,15000.0,15000.0,0.053200000000000004,451.73,155000.0,car,19.9,0.0,830.0,834.0,1.0,18.0,0.0,429730.0,0.0,0.0,0.0,575462.0,594900.0,8.0,33851.0,0.0,0.0,352.0,1.0,1.0,3.0,0.0,2.0,4.0,10.0,19.0,5.0,15.0,29.0,4.0,18.0,0.0,0.0,4.0,100.0,0.0,0.0,792128.0,474421.0,89900.0,49728.0,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3078,4200.0,4200.0,4200.0,0.1367,142.88,68000.0,medical,14.83,1.0,670.0,674.0,1.0,7.0,0.0,13883.0,0.0,0.0,0.0,154337.0,30500.0,3.0,22048.0,0.0,0.0,195.0,16.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,10.0,3.0,7.0,0.0,1.0,2.0,78.9,0.0,0.0,181490.0,35550.0,5000.0,30925.0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3084,5600.0,5600.0,5600.0,0.1367,190.5,63119.0,medical,10.53,0.0,660.0,664.0,0.0,9.0,1.0,12886.0,0.0,0.0,436.0,21324.0,22400.0,8.0,2666.0,0.0,0.0,257.0,10.0,5.0,6.0,1.0,3.0,7.0,4.0,9.0,10.0,8.0,13.0,7.0,9.0,0.0,0.0,3.0,92.9,1.0,0.0,31500.0,21324.0,13900.0,9100.0,2016,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
